"id","category","de","en","context","limit","status","note"
"bar.plant.stage.green.title","i18n","Reife grüne Karten, Wert unter dem Deckel (Balken = Ø Fortschritt zum Wert-Deckel).","Ripe green cards below the value cap (bar = average progress to the value cap).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.seed","i18n","Setzling","Seedling","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.seed.title","i18n","Wachsende, noch nicht reife Karten (Balken = Ø Fortschritt zur Reife).","Growing cards that are not ripe yet (bar = average progress to ripeness).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.state.green","i18n","Grün {pct} %","Green {pct}%","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.state.overgrown","i18n","Überwuchert","Overgrown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.strip.green","i18n","Grün · W{value}","Green · V{value}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.strip.seed","i18n","Setzling {growth}/{need}","Seedling {growth}/{need}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.tallest","i18n","🌳 Höchster Baum","🌳 Tallest Tree","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.tallest.title","i18n","Mutterbaum: der tiefste Baum (Überlauf-Wachstum über dem Wert-Deckel) zahlt je grünem Sieg — und verdoppelt seinen Wurzel-Score.","Mother Tree: your deepest tree (overflow growth above the value cap) pays on every green win — and doubles its root score.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.tallest.value","i18n","Wert {value}","Value {value}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.trimmed","i18n","✂ Getrimmt","✂ Pruned","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.trimmed.title","i18n","Trimmen: jeder ersetzte Wachstums-Skill ({skills}) hebt dauerhaft den Wurzel- & Blüten-Score.","Pruning: every replaced growth skill ({skills}) permanently raises root & bloom score.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.trimmed.unit","i18n","· Wurzel/Blüte","· root/bloom","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.yield","i18n","Garten-Ertrag","Garden Yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.loss","i18n","Verloren","Lost","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.tie","i18n","Gleichstand","Tie","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.win","i18n","Gewonnen","Won","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.winCrit","i18n","Gewonnen · Kritisch","Won · critical","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.winTie","i18n","Gleichstand → Sieg","Tie → win","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.aria","i18n","Aufschlüsselung des Stich-Scores","Trick score breakdown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.base","i18n","Basis","Base","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.base.title","i18n","Grundwert des Siegs plus alle flachen Boni (Perks, Crit-Flats, Fraktions-Score).","Base value of the win plus every flat bonus (perks, crit flats, faction score).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.crit","i18n","Crit","Crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.crit.title","i18n","Crit-Multiplikator dieses Stichs.","Crit multiplier of this trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.direct","i18n","Direkt","Direct","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.direct.title","i18n","Direkt-Score, der an der Kette vorbeiläuft: Glutdividende, Blitz, Pflanze, Gletscher, Vabanque.","Direct score that bypasses the chain: ember dividend, lightning, plant, glacier, All In.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.form","i18n","Form","Form","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.form.title","i18n","Multiplikator der Formationen an dieser Position, samt Nachhall und Formationskern.","Multiplier of the formations at this position, including Echo and Core.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.perks","i18n","Perks","Perks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.perks.title","i18n","Multiplikator aus Perks und Familien, dazu Sonnenzorn und die Score-Gebäude des Architekten.","Multiplier from perks and families, plus Sun Wrath and the architect’s score buildings.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.streak","i18n","Serie","Streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.streak.title","i18n","Multiplikator aus der laufenden Siegesserie.","Multiplier from your running win streak.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.total","i18n","Summe","Total","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.total.title","i18n","Gesamter Score dieses Stichs.","Total score of this trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.avalanche","i18n","Lawine","AVALANCHE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.brutal","i18n","Brutal","BRUTAL","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.fierce","i18n","Stark","NICE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.godlike","i18n","Gottgleich","GODLIKE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.insane","i18n","Irre","INSANE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.letsgo","i18n","Gönn dir","LET’S GO!","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.crit","i18n","Kritisch!","Critical!","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.crit.mult","i18n","Kritisch ×{n}","Critical ×{n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.ready","i18n","Bereit — starte den Autobattler","Ready — start the autobattler","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.side.opponent","i18n","Gegner","Opponent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.side.you","i18n","Du","You","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.trickCount","i18n","Stich {n} / {total}","Trick {n} / {total}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.empty","i18n","Noch keine Wochensieger — die erste Wochen-Rangliste muss erst abgeschlossen sein.","No weekly winners yet — the first weekly ranking has to finish first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.intro","i18n","Platz 1 jeder abgelaufenen Wochen-Rangliste landet hier — eine Person pro Woche.","First place of every finished weekly ranking lands here — one person per week.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.loading","i18n","Lädt Champions …","Loading champions …","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.unavailable","i18n","Champions sind nicht verfügbar.","Champions are unavailable.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.col.pilot","i18n","Pilot","Pilot","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.col.rank","i18n","Rang","Rank","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.col.score","i18n","Punkte","Score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.countdown","i18n","{d}t {h}h {m}m {s}s","{d}d {h}h {m}m {s}s","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.arch.s","i18n","Am Wochenende ins Challenger-Archiv.","Into the Challenger archive at the end of the week.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.arch.t","i18n","Platz 1 wandert","Rank 1 moves on","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.base.s","i18n","Der Upgrade-Baum hat keine Wirkung.","The upgrade tree has no effect.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.base.t","i18n","Faire Baseline","Fair baseline","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.seed.s","i18n","Alle spielen dieselbe Kartenfolge.","Everyone plays the same card order.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.seed.t","i18n","Gleicher Seed","Same seed","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.empty","i18n","Noch keine Einträge — mach den Anfang.","No entries yet — be the first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.global.empty","i18n","Noch kein Lauf im Global-Board — mach den Anfang.","No run on the global board yet — be the first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.global.head","i18n","Allzeit · Top {n}","All-time · Top {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.global.sub","i18n","alle Läufe","all runs","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.loading","i18n","Lädt Bestenliste …","Loading leaderboard …","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.locked","i18n","🔒 Frei, sobald alle Decks freigeschaltet sind und jeder der vier Archetypen einmal in einem bis zum Ende gespielten Lauf dabei war — ein Skill daraus genügt, und mehrere Archetypen zählen im selben Lauf. Abgebrochene Läufe zählen nicht.","🔒 Unlocks once every deck is unlocked and each of the four archetypes has been part of a run you played to the end — one skill from it is enough, and several archetypes count in the same run. Abandoned runs don't count.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.nav.champions.sub","i18n","Platz 1 jeder abgelaufenen Woche","Rank 1 of every past week","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.nav.global.sub","i18n","Allzeit · alle Läufe","All-time · every run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.nav.rules.sub","i18n","Baseline und alle Modifikatoren","Baseline and all modifiers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.play","i18n","▶ Spielen","▶ Play","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.resetIn","i18n","Reset in {time}","Reset in {time}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.row.cycle","i18n","Durchlauf {n}","Cycle {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.rules.intro","i18n","Alle spielen wöchentlich denselben Seed unter fairer Baseline — der Upgrade-Baum hat keine Wirkung ({rerolls} Rerolls je Phase, alle Raritäten, Legendär-Phase in Durchlauf {legCycle}). Jede Woche verändern 3–5 zufällige Modifikatoren (≥2 positiv, ≥1 negativ) den Lauf — für alle identisch. Nur abgeschlossene Läufe zählen; am Wochenende wandert Platz 1 ins Challenger-Archiv, das Board startet neu.","Everyone plays the same weekly seed on a fair baseline — the upgrade tree has no effect ({rerolls} rerolls per phase, all rarities, legendary phase in cycle {legCycle}). Every week 3–5 random modifiers (≥2 positive, ≥1 negative) change the run — identically for everyone. Only completed runs count; at the end of the week first place moves into the Challenger archive and the board starts over.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.rules.neg","i18n","Negative Modifikatoren","Negative modifiers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.rules.pairs","i18n","Ausschluss-Paare (nie zusammen)","Exclusive pairs (never together)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.rules.pos","i18n","Positive Modifikatoren","Positive modifiers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tab.challenger","i18n","Challenger","Challenger","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tab.global","i18n","Global","Global","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tab.rules","i18n","Regeln","Rules","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tab.week","i18n","Diese Woche","This week","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tab.weekShort","i18n","Woche","Week","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.title","i18n","Bestenliste","Leaderboard","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tree.none.title","i18n","Für diesen Lauf ist kein Baumstand gespeichert","No tree state was stored for this run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.tree.title","i18n","{done} von {total} Knoten im Upgrade-Baum freigeschaltet","{done} of {total} upgrade tree nodes unlocked","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.unavailable","i18n","Bestenliste ist nicht verfügbar.","The leaderboard is unavailable.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.week.viewOnly","i18n","Die Platzierung dieser Woche. Gespielt wird über den Ranglisten-Knopf im Menü.","This week’s standings. Play via the ranked button in the menu.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.weekLabel","i18n","Woche {week} · {year}","Week {week} · {year}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.weekMods","i18n","Modifikatoren dieser Woche","This week’s modifiers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.weekSeed","i18n","Seed der Woche","Seed of the week","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"branch.deck.desc","i18n","Archetypen & Legendäre","Archetypes & legendaries","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"branch.deck.name","i18n","Decks","Decks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"branch.gen.desc","i18n","Baufeld · Energie · Rarität · Drops","Build space · energy · rarity · drops","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"branch.gen.name","i18n","Allgemein","General","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.deck.legend","i18n","Balken = Ø-Wert · violett ◆ = unschlagbar (>{over}, überbietet jede Gegnerkarte).","Bar = avg value · purple ◆ = unbeatable (>{over}, beats any opponent card).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.perks.empty","i18n","Noch keine Perks.","No perks yet.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.perks.emptyRun","i18n","Noch keine Perks. In manchen Durchläufen wählst du einen dazu.","No perks yet. Some cycles let you pick one.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.perks.head","i18n","Perks — {count}","Perks — {count}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.skill.spark.empty","i18n","noch keine Ausschüttung; **{store}** liegen im Speicher.","no payout yet; **{store}** sitting in the store.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.skill.spark.yield","i18n","bisher **{score}** Score aus **{n}** Ausschüttungen; **{store}** liegen im Speicher.","**{score}** score so far from **{n}** payouts; **{store}** sitting in the store.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.skill.yield.term","i18n","Ertrag","Yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.skills.empty","i18n","Noch keine Skills.","No skills yet.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.skills.emptyRun","i18n","Noch keine Skills — ab Durchlauf {cycle} wählbar.","No skills yet — pickable from cycle {cycle}.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"build.skills.head","i18n","Skills — {count}","Skills — {count}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_ARKADE.name","i18n","Arkade","Arcade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_BASILIKA.name","i18n","Basilika","Basilica","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_BOLLWERK.name","i18n","Bollwerk","Bulwark","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_BUNTGLAS.name","i18n","Buntglas","Stained Glass","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_FIRST.name","i18n","Firstträger","Ridge Beam","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_FRIES.name","i18n","Fries","Frieze","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_FUNDAMENT.name","i18n","Fundamentplatte","Foundation Slab","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_GEWOELBE.name","i18n","Gewölbe","Vault","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_GIEBEL.name","i18n","Giebel","Gable","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_GRUNDSTEIN.name","i18n","Grundstein","Foundation Stone","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_KATHEDRALE.name","i18n","Kathedrale","Cathedral","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_KLAMMER.name","i18n","Klammer","Clamp","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_KONTOR.name","i18n","Kontor","Trading Post","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_KREUZGANG.name","i18n","Kreuzgang","Cloister","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_LAUFGANG.name","i18n","Laufgang","Gallery Walk","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_LEUCHTTURM.name","i18n","Leuchtturm","Lighthouse","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_LOSBUDE.name","i18n","Losbude","Raffle Booth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_MARKT.name","i18n","Marktplatz","Marketplace","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_MEILENSTEIN.name","i18n","Meilenstein","Milestone","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_PFEILER.name","i18n","Pfeiler","Pillar","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_PRISMA.name","i18n","Prisma","Prism","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_PRUNKSAAL.name","i18n","Prunksaal","State Hall","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_QUADER.name","i18n","Quader","Ashlar","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_RAMPE.name","i18n","Rampe","Ramp","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_RATHAUS.name","i18n","Rathaus","Town Hall","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_REIHENHAUS.name","i18n","Reihenhaus","Terrace House","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_RIEGEL.name","i18n","Riegel","Crossbar","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_SCHATZ.name","i18n","Schatzkammer","Treasury","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_SOCKEL.name","i18n","Sockel","Plinth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_SPEICHER.name","i18n","Speicherstadt","Warehouse District","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_SPIELBANK.name","i18n","Spielbank","Casino","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_STERNWARTE.name","i18n","Sternwarte","Observatory","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_STUETZE.name","i18n","Stützbalken","Support Beam","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_VORWERK.name","i18n","Vorwerk","Outwork","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_WEHRGANG.name","i18n","Wehrgang","Rampart Walk","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_WETTHALLE.name","i18n","Wetthalle","Betting Hall","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_ZINNE.name","i18n","Zinne","Battlement","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_ZOLLHAUS.name","i18n","Zollhaus","Customs House","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_ZUNFTHAUS.name","i18n","Zunfthaus","Guildhall","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_ZUNFTV.name","i18n","Zunftviertel","Guild Quarter","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.A_ZWINGER.name","i18n","Zwinger","Outer Ward","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.anker","i18n","jede Zelle zählt als Anker (×{f})","every cell counts as an anchor (×{f})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.bind","i18n","Treppen-Bindeglied: Karte darf im Wert um ±{span} abweichen","stair link: the card may differ in value by ±{span}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.color.score","i18n","passende Farbe +{n} Score","matching suit +{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.color.value","i18n","passende Farbe +{n} Stichwert","matching suit +{n} trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.compound","i18n","Sieg +{n} Score je vollendeter Struktur","win +{n} score per completed structure","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.crit","i18n","Crit-Sieg +{n} Score","crit win +{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.crossSeg","i18n","öffnet die Segmentgrenze","opens the segment boundary","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.flat.score","i18n","Sieg +{n} Score","win +{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.flat.value","i18n","alle Abgedeckten +{n} Stichwert","all covered cards +{n} trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.formMult","i18n","Formationen hier ×{f}","formations here ×{f}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.gamble","i18n","Crit-Sieg +{n} Score · Sieg ohne Crit −{penalty} Score","crit win +{n} score · win without a crit −{penalty} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.joker","i18n","Formations-Joker ({types})","formation wild ({types})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.lowValue","i18n","niedrige Karten +{n} Stichwert","low cards +{n} trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.milestone","i18n","jeder {every}. Sieg auf diesem Gebäude +{n} Score","every {every}th win on this building +{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.mult","i18n","Siege hier ×{f} Score","wins here ×{f} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.neighbor.score","i18n","Sieg +{n} Score je Nachbargebäude (max {cap})","win +{n} score per adjacent building (max {cap})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.neighbor.value","i18n","+{n} Stichwert je Nachbargebäude (max {cap})","+{n} trick value per adjacent building (max {cap})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.relay.both","i18n","strahlt +{n} Score in beide Nachbarfelder","radiates +{n} score into both neighbouring cells","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.relay.right","i18n","reicht +{n} Score ans Feld rechts weiter","passes +{n} score on to the cell to the right","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.segment.early","i18n","frühe","early","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.segment.late","i18n","späte","late","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.segment.score","i18n","{half} Segmente +{n} Score","{half} segments +{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.segment.value","i18n","{half} Segmente +{n} Stichwert","{half} segments +{n} trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.streak","i18n","Sieg +{n} Score je Serienpunkt (max {cap})","win +{n} score per streak point (max {cap})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.target.highest","i18n","höchste","highest","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.target.lowest","i18n","niedrigste","lowest","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.target.score","i18n","{which} Karte +{n} Score","{which} card +{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.target.value","i18n","{which} Karte +{n} Stichwert","{which} card +{n} trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.eff.transparentFarb","i18n","Farbblock-Transparenz","suit-block transparency","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.active","i18n","{base} · {kick}","{base} · {kick}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.addType","i18n","zweiter Joker-Typ: {type}","second wild type: {type}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.ankerValue","i18n","+{n} Stichwert je Ankerzelle","+{n} trick value per anchor cell","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.critFlatMult","i18n","bei Crit ×{n} Direkt-Score","×{n} direct score on a crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.mult","i18n","zusätzlich ×{f} Score","×{f} score on top","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.preview","i18n","{base} (Stufe {tier}: {kick})","{base} (tier {tier}: {kick})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"building.kick.streakDoubleFrom","i18n","ab Serie {n} doppelt","double from streak {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.building","i18n","🏗 Gebäude:","🏗 Building:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.building.none","i18n","keine direkte Wirkung an dieser Karte","no direct effect on this card","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.building.tier","i18n","· Stufe {tier}","· tier {tier}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.cardValue","i18n","Kartenwert {value} / {cap}","Card value {value} / {cap}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.empty","i18n","Karte antippen für Rolle & Modifikatoren …","Tap a card for role & modifiers …","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.fieldCrit","i18n","+{pct} % Feld-Crit","+{pct}% field crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.fire","i18n","Feuer:","Fire:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.forged","i18n","⚒ Geschmiedet +{n} Kartenwert","⚒ Forged +{n} card value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.formations","i18n","Formationen:","Formations:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.growth","i18n","Wachstum {n}","Growth {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.ion","i18n","Ionisierung:","Ionization:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.member","i18n","(Mitglied)","(member)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.none","i18n","keine","none","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.origin","i18n","Ursprung {base} (+{boost} Kartenwert)","Originally {base} (+{boost} card value)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"carddetail.overflow","i18n","Überlauf {n}","Overflow {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
